,Name,Type,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
11569,Reserva 347 Vineyards Sauvignon Blanc 2017,White,Chile,Casablanca Valley,De Martino,3.7,60,8.8,2017
11570,Pessac-Léognan Blanc 2016,White,France,Pessac-Léognan,Château de Fieuzal,3.9,61,58.29,2016
11571,Weissburgunder 2018,White,Germany,Rheinhessen,Pfannebecker,3.6,61,7.25,2018
11572,Chardonnay Salento Charà 2018,White,Italy,Salento,Castello Monaci,3.8,61,8.5,2018
11573,Cool-Climate Chenin Blanc 2018,White,South Africa,Walker Bay,Creation,3.6,61,16.99,2018
11574,Grüner Veltliner Federspiel Himmelstiege 2019,White,Austria,Wachau,Domäne Wachau,3.7,61,10.3,2019
11575,Éo Blanc 2018,White,Switzerland,Zürich,Staatskellerei Zürich,3.9,61,27.29,2018
11576,Página Sauvignon Blanc 2017,White,Portugal,Lisboa,Romana Vini,4.0,61,16.57,2017
11577,Weissburgunder 2018,White,Germany,Rheinhessen,Stefan Winter,3.8,61,8.74,2018
11578,Ermitage de l'Orée 2003,White,France,Hermitage,M. Chapoutier,4.0,61,181.5,2003
11579,Riesling Stein Gaisberg Reserve 2018,White,Austria,Kremstal,Petra Unger,3.9,61,14.57,2018
11580,Eins Zu Eins Grauer Burgunder 2019,White,Germany,Pfalz,Weingut A. Diehl,3.9,61,7.24,2019
11581,Rachel's Chenin Blanc 2019,White,South Africa,Coastal Region,Boschendal,3.7,61,8.41,2019
11582,Chardonnay 2018,White,Chile,Casablanca Valley,Montes Alpha,3.8,61,16.4,2018
11583,Little Yering Chardonnay 2017,White,Australia,Yarra Valley,Yering Station,3.3,61,11.95,2017
11584,Chenin Blanc 2016,White,South Africa,Citrusdal Mountain,Botanica,4.0,61,27.95,2016
11585,Pinot Grigio 2018,White,Italy,Friuli Isonzo,I Feudi di Romans,3.8,61,14.53,2018
11586,Villa Solais Vermentino di Sardegna 2019,White,Italy,Vermentino di Sardegna,Santadi,3.6,61,7.87,2019
11587,Fabelhaft Riesling 2018,White,Germany,Mosel,Fio,3.5,61,10.42,2018
11588,Chablis 2017,White,France,Chablis,Domaine Jean Dauvissat,3.9,61,22.0,2017
11589,Pessac-Léognan Blanc 2005,White,France,Pessac-Léognan,Château de Fieuzal,4.0,61,44.95,2005
11590,Riesling SONNE 2017,White,Austria,Niederösterreich,Weingut R&A Pfaffl,3.9,61,16.59,2017
11591,Tannenberg Sauvignon Blanc 2018,White,Italy,Südtirol - Alto Adige,Manincor,3.9,61,23.06,2018
11592,Arneis Roero 2019,White,Italy,Roero,Vietti,3.8,61,14.9,2019
11593,Protocolo Blanco 2016,White,Spain,Castilla,Dominio de Eguren,3.5,61,4.95,2016
11594,Langenlois Spiegel 1.ÖTW Reserve 2011,White,Austria,Kamptal,Loimer,3.9,61,28.0,2011
11595,T.N. 06 Abendrot 2015,White,Italy,Trentino-Alto Adige,Thomas Niedermayr,3.9,62,29.9,2015
11596,Schüttenberg Chardonnay 2018,White,Austria,Niederösterreich,Markowitsch,4.0,62,16.58,2018
11597,Von Den Grossen Lagen 2018,White,Germany,Nahe,Korrell,4.0,62,19.44,2018
11598,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,White,France,Pessac-Léognan,Château Latour-Martillac,3.9,62,48.95,2005
11599,Sancerre Blanc 2018,White,France,Sancerre,Domaine Salmon,3.9,62,14.9,2018
11600,Contrada Salvarenza Vecchie Vigne Soave Classico 2016,White,Italy,Soave Classico,Gini,3.9,62,28.18,2016
11601,Pettenthal Riesling GG Trocken 2016,White,Germany,Rheinhessen,Weingut Gunderloch,3.9,62,32.5,2016
11602,Pošip 2016,White,Croatia,Dalmatian Coast,Kunjas,3.9,62,15.9,2016
11603,Grauburgunder Herrenstück 2016,White,Germany,Baden,Weingut Holger Koch,3.8,62,12.95,2016
11604,Riesling Graacher Domprobst Kabinett 2015,White,Germany,Mosel,Markus Molitor,3.9,62,17.29,2015
11605,Torrontes 2017,White,Argentina,Mendoza,Argento,3.9,62,9.99,2017
11606,Beaune 1er Cru 'Clos des Mouches' Blanc 2017,White,France,Beaune 1er Cru 'Le Clos des Mouches',Joseph Drouhin,4.4,62,121.85,2017
11607,Vouvray 2018,White,France,Vouvray,Famille Bougrier,3.8,62,6.95,2018
11608,Côtes de Gascogne Les 4 Réserve 2017,White,France,Côtes de Gascogne,Domaine du Tariquet,3.5,62,8.5,2017
11609,La Ripe Bianchello del Metauro 2017,White,Italy,Bianchello del Metauro,Roberto Lucarelli,3.4,62,9.5,2017
11610,Nounat 2019,White,Spain,Mallorca,Binigrau,4.2,62,18.75,2019
11611,Fendant 2017,White,Switzerland,Valais,Domaines Rouvinez,3.5,62,17.4,2017
11612,Sauvignon Blanc 2016,White,South Africa,Cape Agulhas,Lomond,3.5,62,9.65,2016
11613,Berg Roseneck Riesling 2014,White,Germany,Rüdesheim,Georg Breuer,4.2,62,39.0,2014
11614,Le Saline Vermentino di Gallura Superiore 2017,White,Italy,Vermentino di Gallura,Vigneti Zanatta,4.2,62,17.9,2017
11615,Albizzia Chardonnay 2019,White,Italy,Toscana,Frescobaldi,3.7,62,8.73,2019
11616,Muskat Freyheit 2017,White,Austria,Niederösterreich,Heinrich,3.6,63,29.0,2017
11617,Elbling Trocken 2018,White,Germany,Sachsen,Weingut Schloss Proschwitz,3.8,63,11.9,2018
11618,Riesling 2018,White,Germany,Rheinhessen,Weingut Baeder,3.6,63,11.25,2018
11619,Esprit de Crès Ricards Viognier 2016,White,France,Pays d'Oc,Domaine des Crès Ricards,3.7,63,7.28,2016
11620,Chardonnay - Weissburgunder 2018,White,Germany,Pfalz,Rings,3.9,63,8.9,2018
11621,Wehlener Sonnenuhr Riesling Kabinett 2016,White,Germany,Wehlen,Schloss Lieser,4.1,63,16.95,2016
11622,Collio Sauvignon 2017,White,Italy,Collio,Schiopetto,3.8,63,16.9,2017
11623,Organic Chardonnay - Muscat 2018,White,Spain,Valencia,Neleman,3.6,63,6.5,2018
11624,Chardonnay Vigneti delle Dolomiti 2019,White,Italy,Vigneti delle Dolomiti,Santa Margherita,3.3,63,8.49,2019
11625,Falerio 2018,White,Italy,Falerio,Velenosi,3.5,63,5.9,2018
11626,Jesuitengarten Riesling GG 2014,White,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.1,63,39.95,2014
11627,Turmhof Gewürztraminer 2017,White,Italy,Südtirol - Alto Adige,Tiefenbrunner,4.2,63,18.15,2017
11628,Ungeheuer GG 2016,White,Germany,Pfalz,Georg Mosbacher,4.0,63,32.27,2016
11629,The King's Thorn Pinot Gris 2016,White,New Zealand,Marlborough,The Kings Series,3.4,63,31.9,2016
11630,Riesling Sonnenberg GG 2011,White,Germany,Pfalz,Friedrich Becker,3.7,63,22.69,2011
11631,Cellar Selection Sauvignon Blanc 2019,White,Chile,Central Valley,Santa Carolina,3.1,63,5.95,2019
11632,Pinot Grigio 2019,White,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,63,9.31,2019
11633,Goldriesling Trocken 2018,White,Germany,Sachsen,Weingut Schloss Proschwitz,3.8,63,12.5,2018
11634,Obere Steigen Grüner Veltliner 2019,White,Austria,Traisental,Markus Huber,3.7,63,8.89,2019
11635,Le Merle Blanc de Château Clarke Bordeaux Blanc 2018,White,France,Bordeaux,Château Clarke,4.1,63,27.27,2018
11636,Volx Riesling 2017,White,Germany,Mosel,Van Volxem,3.9,63,13.5,2017
11637,Laurens Campher 2017,White,South Africa,Stellenbosch,Muratie,3.9,63,13.68,2017
11638,Wehlener Sonnenuhr Riesling Kabinett 2014,White,Germany,Mosel,Markus Molitor,3.9,64,14.43,2014
11639,Le Cornillard Anjou 2015,White,France,Anjou,Domaine Patrick Baudouin,4.1,64,33.83,2015
11640,Sauvignon Blanc 2017,White,New Zealand,Marlborough,Leefield Station,3.7,64,14.9,2017
11641,Müller-Thurgau Trocken 2018,White,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.3,64,6.26,2018
11642,Stein Sauvignon 2018,White,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,64,11.95,2018
11643,Pinot Grigio 2018,White,Italy,Veneto,Gorgo,3.7,64,7.9,2018
11644,Pulpo Albariño 2019,White,Spain,Galicia,Pagos del Rey,3.9,64,7.7,2019
11645,Alteni di Brassica Langhe 2017,White,Italy,Langhe,Gaja,4.1,64,109.0,2017
11646,Ungeheuer GG 2017,White,Germany,Pfalz,Reichsrat von Buhl,4.0,64,29.9,2017
11647,Bianco N.V.,White,Italy,Vino d'Italia,Apericena,3.8,64,5.7,2018
11648,Fiano Di Avellino 2019,White,Italy,Fiano de Avellino,Feudi di San Gregorio,4.0,64,11.5,2019
11649,Lenchen Riesling Kabinett 2018,White,Germany,Rheingau,Peter Jakob Kühn,4.0,64,18.9,2018
11650,Sonett Grauburgunder 2018,White,Germany,Baden,Heger,3.8,64,9.48,2018
11651,Aulerde Riesling GG 2017,White,Germany,Rheinhessen,Wittmann,4.2,64,34.73,2017
11652,Riesling Alsace Signature 2017,White,France,Alsace,Wolfberger,3.5,64,8.28,2017
11653,Vignes de Nicole Chardonnay - Viognier Pays d'Oc 2019,White,France,Pays d'Oc,Paul Mas,3.8,64,7.37,2019
11654,Rüdesheimer Berg Rottland Hinterhaus Riesling 2016,White,Germany,Rheingau,Leitz,3.9,64,37.04,2016
11655,Weissburgunder 2019,White,Germany,Pfalz,Schneider,3.9,64,12.5,2019
11656,Estates Douro Branco 2018,White,Portugal,Douro,Churchill's,3.7,64,14.73,2018
11657,Kinheimer Hubertuslay Riesling Auslese 2015,White,Germany,Mosel,Markus Molitor,4.5,64,115.95,2015
11658,The Long Walk Chardonnay 2019,White,South Africa,Western Cape,Footprint,3.6,64,6.5,2019
11659,Chardonnay 2018,White,United States,Washington,Two Vines,3.4,64,9.7,2018
11660,Branu Vermentino di Gallura 2019,White,Italy,Vermentino di Gallura,Surrau,4.0,64,9.65,2019
11661,Vieilles Vignes Entre-deux-Mers 2019,White,France,Entre-deux-Mers,Château Sainte-Marie,3.8,64,10.49,2019
11662,Muros Antigos Escolha 2019,White,Portugal,Vinho Verde,Anselmo Mendes,3.6,64,6.32,2019
11663,Viognier 2018,White,France,Vin de France,Maison de La Villette,3.6,64,6.41,2018
11664,Riesling Trocken 2019,White,Germany,Rheinhessen,Keller,3.9,64,12.9,2019
11665,White Blend 2017,White,South Africa,Swartland,Badenhorst,4.2,64,24.49,2017
11666,Sauvignon Blanc 2016,White,Romania,Tarnave,Villa Vinea,3.8,64,10.5,2016
11667,Sauvignon Blanc 2018,White,New Zealand,Marlborough,Te Whare Ra,3.9,64,17.9,2018
11668,Sauvignon Blanc 2019,White,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.1,65,11.95,2019
11669,Grauburgunder 2019,White,Germany,Pfalz,Ellermann-Spiegel,4.0,65,6.8,2019
11670,Effusion Anjou 2018,White,France,Anjou,Domaine Patrick Baudouin,3.9,65,19.88,2018
11671,Dame Nature Petit Chablis 2018,White,France,Petit Chablis,La Chablisienne,3.8,65,13.58,2018
11672,Grauburgunder 2017,White,Germany,Baden,Salwey,3.4,65,9.54,2017
11673,Grüner Veltliner 2019,White,Austria,Kremstal,Domane Krems,3.8,65,7.26,2019
11674,Langhe Sauvignon Rovella 2016,White,Italy,Langhe,Parusso,4.0,65,24.2,2016
11675,Riesling Reserve Zöbinger Heiligenstein Lyra 2015,White,Austria,Kamptal,Weingut Bründlmayer,4.2,65,49.47,2015
11676,Riesling 2018,White,Germany,Rheingau,Schloss Vollrads,3.8,65,10.53,2018
11677,Maximin Grünhäuser Abtsberg Riesling Kabinett 2018,White,Germany,Mosel,Maximin Grünhaus,4.1,65,15.65,2018
11678,Bourgogne Blanc 2016,White,France,Bourgogne,Domaine Henri Boillot,4.1,65,26.5,2016
11679,Edición Limitada Lías Verdejo 2016,White,Spain,Rueda,Ramón Bilbao,3.8,65,13.57,2016
11680,Festival Sauvignon 2018,White,Italy,Südtirol - Alto Adige,Kellerei Meran,3.7,65,9.65,2018
11681,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2016,White,France,Chassagne-Montrachet Premier Cru,Joseph Drouhin,4.4,65,112.94,2016
11682,Chablis 2018,White,France,Chablis,Ropiteau Freres,3.5,65,16.34,2018
11683,Ehrenhausen Muschelkalk 2017,White,Austria,Südsteiermark,Tement,3.7,65,16.85,2017
11684,Sauvignon Blanc Trocken 2019,White,Germany,Pfalz,Frederik Janus,3.9,65,7.6,2019
11685,Rüdesheimer Berg Roseneck Katerloch Riesling 2016,White,Germany,Rheingau,Leitz,4.1,65,34.12,2016
11686,Gönnheimer Riesling Trocken 2018,White,Germany,Pfalz,Eymann,3.6,65,8.9,2018
11687,Riesling Tradition 2015,White,Austria,Kamptal,Schloss Gobelsburg,4.0,65,31.1,2015
11688,Chardonnay 2018,White,Spain,Somontano,Bodega Otto Bestué,3.8,65,8.22,2018
11689,Chenin Blanc Wild Ferment 2018,White,South Africa,Stellenbosch,Delheim,3.8,65,12.49,2018
11690,Whitehall Chardonnay 2017,White,South Africa,Elgin,Neil Ellis,3.8,65,17.95,2017
11691,Chablis Grand Cru 'Les Clos' 2016,White,France,Chablis Grand Cru,Louis Michel & Fils,4.3,65,80.57,2016
11692,Côtes De Gascogne Chardonnay 2018,White,France,Côtes de Gascogne,Domaine du Tariquet,3.5,65,7.0,2018
11693,Königsbach Riesling 2017,White,Germany,Pfalz,A. Christmann,4.0,65,18.42,2017
11694,Luces Chardonnay - Sauvignon Blanc - Macabeo 2019,White,Spain,Somontano,Viñas del Vero,3.5,65,5.75,2019
11695,The Young Airhawk 2017,White,South Africa,Coastal Region,Nederburg,3.8,65,18.84,2017
11696,Aristargos 2018,White,South Africa,Swartland,David & Nadia,4.2,65,34.15,2018
11697,Condrieu Les Cassines 2016,White,France,Condrieu,Paul Jaboulet Aîné,3.9,66,47.52,2016
11698,T.N. 99 Sonnrain 2016,White,Italy,Südtirol - Alto Adige,Thomas Niedermayr,3.9,66,18.9,2016
11699,Langenlois Käferberg 2011,White,Austria,Kamptal,Loimer,3.9,66,29.5,2011
11700,Sauvignon Blanc 2016,White,Portugal,Bairrada,Quinta do Ortigao,3.6,66,9.75,2016
11701,Fourchaume Chablis Premier Cru 2018,White,France,Chablis Premier Cru,Domaine Nathalie et Gilles Fevre,4.0,66,27.9,2018
11702,Kirchenstück GG 2015,White,Germany,Pfalz,Von Winning,4.3,66,59.0,2015
11703,Schulthauser Weissburgunder (Pinot Bianco) 2019,White,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,66,12.6,2019
11704,Riesling Trocken 2017,White,Germany,Rheinhessen,Weingut Gunderloch,3.4,66,8.7,2017
11705,Sauvignon Blanc 2019,White,South Africa,Stellenbosch,Lanzerac,3.7,66,10.9,2019
11706,Alta Colección Pinot Gris 2019,White,Argentina,Uco Valley,Bodega Piedra Negra,3.7,66,8.72,2019
11707,Yattarna Chardonnay (BIN 144) 2016,White,Australia,Adelaide Hills,Penfolds,4.2,66,221.95,2016
11708,Organic Chardonnay 2018,White,Australia,South Australia,Farm Hand,3.7,66,7.69,2018
11709,Sauvignon Blanc 2018,White,United States,Sonoma Coast,Schug,4.0,66,25.04,2018
11710,Straw 2018,White,South Africa,Stellenbosch,Rustenberg,4.0,66,14.43,2018
11711,Hard 2016,White,Germany,Baden,Ziereisen,4.1,66,26.0,2016
11712,Méthode Ancienne Chardonnay 2017,White,South Africa,Robertson,Springfield Estate,4.2,66,33.95,2017
11713,Rausch Kabinett 2018,White,Germany,Mosel,Forstmeister Geltz-Zilliken,4.1,66,18.9,2018
11714,Sauvignon Blanc 2018,White,New Zealand,Marlborough,Salomon & Andrew,3.6,66,14.9,2018
11715,Ried Klostersatz Grüner Veltliner Federspiel 2016,White,Austria,Wachau,F.X. Pichler,3.8,66,25.5,2016
11716,Small Hill White 2016,White,Austria,Burgenland,Leo Hillinger,3.3,66,11.19,2016
11717,Riesling 2018,White,France,Alsace,Boeckel,3.6,66,9.5,2018
11718,Bechtheimer Riesling 2013,White,Germany,Rheinhessen,Dreissigacker,3.8,66,42.01,2013
11719,Riesling Trocken 2018,White,Germany,Pfalz,Krebs,3.7,66,10.01,2018
11720,Savennières Bellevue 2016,White,France,Savennières,Domaine Patrick Baudouin,4.1,67,36.84,2016
11721,Blutsbruder für Immer Vereint Weiss 2017,White,Germany,Rheinhessen,Karl May,3.7,67,10.67,2017
11722,Hill Pinot Grigio 2018,White,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,67,10.4,2018
11723,Chablis 'Champ des Ducs' 2018,White,France,Chablis,Alain Geoffroy,3.8,67,18.03,2018
11724,Nuwedam Old Vine Chenin Blanc 2017,White,South Africa,Swartland,Huis Van Chevallerie,4.2,67,35.0,2017
11725,Suavis Vernaccia de San Gimignano 2018,White,Italy,San Gimignano,Mormoraia,3.9,67,11.6,2018
11726,La Mateo Tempranillo Blanco 2017,White,Spain,Rioja,D. Mateos,3.9,67,20.95,2017
11727,Pfaffenberg Riesling 2017,White,Austria,Kremstal,Pichler-Krutzler,3.8,67,22.0,2017
11728,Le Merle Blanc de Château Clarke Bordeaux Blanc 2017,White,France,Bordeaux,Château Clarke,4.3,67,27.06,2017
11729,Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2015,White,France,Pouilly-Fuissé,J.A. Ferret,4.2,67,55.24,2015
11730,Lieben Aich 2015,White,Italy,Südtirol - Alto Adige,Manincor,4.1,67,40.84,2015
11731,Grauburgunder Trocken 2019,White,Germany,Pfalz,Frederik Janus,3.7,67,7.6,2019
11732,Meursault 'Les Grands Charrons' 2017,White,France,Meursault,Michel Bouzereau,4.2,67,53.61,2017
11733,Chardonnay 2015,White,United States,Monterey County,Ranch 32,3.5,67,21.57,2015
11734,Chardonnay Penedès 3055 2019,White,Spain,Penedès,Jean Leon,3.8,67,13.37,2019
11735,Châteauneuf-du-Pape Clos La Roquète Blanc 2017,White,France,Châteauneuf-du-Pape,Domaine La Roquète,4.2,67,49.76,2017
11736,Karthäuser Riesling 2018,White,Germany,Nahe,Martin Tesch,3.9,67,13.75,2018
11737,Sauvignon Blanc Tradition 2018,White,Germany,Pfalz,Philipp Kuhn,3.7,67,11.6,2018
11738,Brauneberger Juffer Riesling Spätlese 2018,White,Germany,Brauneberg,Fritz Haag,4.2,67,15.95,2018
11739,Capsula Viola Chardonnay 2019,White,Italy,Toscana,Antinori,3.8,68,6.95,2019
11740,Kalkmergel Riesling 2018,White,Germany,Pfalz,Rings,3.6,68,9.25,2018
11741,El Rincón de Nekeas Chardonnay 2018,White,Spain,Navarra,Bodegas Nekeas,3.7,68,8.54,2018
11742,Wiltinger Riesling 2017,White,Germany,Wiltingen,Van Volxem,4.0,68,14.7,2017
11743,Sauvignon Blanc 2020,White,South Africa,Durbanville,Diemersdal,3.8,68,8.9,2020
11744,Deidesheimer Kalkofen GG 2017,White,Germany,Pfalz,Von Winning,4.1,68,32.12,2017
11745,Umbria Bianco 2019,White,Italy,Umbria,Santa Cristina,3.5,68,9.5,2019
11746,Las Pizarras Chardonnay 2014,White,Chile,Aconcagua Costa,Errazuriz,4.1,68,75.76,2014
11747,Chardonnay 2013,White,United States,Anderson Valley,Domaine Anderson,3.9,68,48.26,2013
11748,Bairrada Vinha Formal Branco 2011,White,Portugal,Bairrada,Luis Pato,3.9,68,32.17,2011
11749,Siefersheim Porphyr Riesling 2018,White,Germany,Rheinhessen,Wagner-Stempel,3.9,68,16.57,2018
11750,Chardonnay Leithaberg 2016,White,Austria,Neusiedlersee-Hügelland,Heinrich,3.8,68,13.98,2016
11751,Côte de Rouffach Riesling 2016,White,France,Alsace,René Muré,3.7,68,15.5,2016
11752,Scharzhofberger Riesling Auslese 2014,White,Germany,Wiltingen,Egon Müller - Scharzhof,4.5,68,554.1,2014
11753,Sauvignon Blanc 2019,White,South Africa,Stellenbosch,Delheim,3.4,68,7.69,2019
11754,Albariño 2019,White,Spain,Rías Baixas,Lagar de Cervera,3.9,68,13.25,2019
11755,Riesling Trocken 2018,White,Germany,Nahe,Schäfer-Fröhlich,3.9,68,14.63,2018
11756,Friulano 2017,White,Italy,Friuli-Venezia Giulia,Borgo Magredo,3.5,68,8.78,2017
11757,Riesling Stielweg Alte Reben 2018,White,Germany,Rheingau,Künstler,3.9,68,16.9,2018
11758,Reserve Chardonnay 2017,White,Argentina,Tupungato,Domaine Bousquet,3.9,68,12.18,2017
11759,Selección Finca Monte Alto 2015,White,Spain,Rías Baixas,Fillaboa,4.0,68,21.5,2015
11760,Wallufer Walkenberg Riesling Kabinett Trocken 2013,White,Germany,Rheingau,J.B. Becker,3.6,68,12.0,2013
11761,Chardonnay 2018,White,South Africa,Stellenbosch,Anura,3.7,69,10.6,2018
11762,Darscho 2017,White,Austria,Weinland,Velich,4.2,69,29.54,2017
11763,Wehlener Klosterberg Pinot Blanc 2016,White,Germany,Mosel,Markus Molitor,3.9,69,44.89,2016
11764,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2017,White,France,Chassagne-Montrachet Premier Cru,Joseph Drouhin,4.5,69,120.56,2017
11765,Dittelsheim Riesling 2016,White,Germany,Rheinhessen,Stefan Winter,3.9,69,13.68,2016
11766,Sangre de Toro Chardonnay Selection 2017,White,Spain,Penedès,Torres,3.4,69,10.18,2017
11767,Penon Pinot Bianco 2016,White,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,69,10.9,2016
11768,Pettenthal Riesling GG 2015,White,Germany,Rheinhessen,Kühling-Gillot,4.3,69,48.64,2015
11769,Sauvignon Blanc 2018,White,South Africa,Stellenbosch,Vergelegen,3.6,69,13.4,2018
11770,Chardonnay 2019,White,Italy,Südtirol - Alto Adige,Alois Lageder,3.6,69,9.9,2019
11771,Forster Ungeheuer Ziegler 2017,White,Germany,Rheinhessen,Dr. Von Bassermann-Jordan,3.9,69,23.79,2017
11772,Castel Firmian Pinot Grigio Trentino 2019,White,Italy,Trentino,Mezzacorona,3.5,69,6.75,2019
11773,Villata Roero Arneis 2019,White,Italy,Roero,Vite Colte,3.5,69,8.45,2019
11774,Domaine Ciringa Fosilni Breg Sauvignon Blanc 2018,White,Slovenia,Štajerska,Tement,3.6,69,13.43,2018
11775,Weissburgunder Trocken 2018,White,Germany,Nahe,Dönnhoff,3.6,69,12.19,2018
11776,Branco 2018,White,Portugal,Algarve,João Clara,3.5,69,11.7,2018
11777,Les Tourelles de la Crée Montagny Premier Cru 2014,White,France,Montagny Premier Cru,Château de la Crée,3.9,69,46.64,2014
11778,Milia 2018,White,France,Provence,Clos de l'Ours,3.7,69,21.9,2018
11779,Collezione di Famiglia Viognier 2018,White,Italy,Terre Siciliane,Barone Montalto,3.7,69,8.29,2018
11780,Loibner Burgstall Riesling Smaragd 2015,White,Austria,Wachau,F.X. Pichler,4.0,69,27.0,2015
11781,Pinot Grigio 2018,White,Italy,Friuli Grave,Bidoli,3.8,69,8.0,2018
11782,Fermentado en Barrica Verdejo 2017,White,Spain,Rueda,Protos,3.8,70,18.99,2017
11783,Historic Blanco 2017,White,Spain,Priorat,Terroir Al Límit Soc. Lda,3.8,70,18.0,2017
11784,Saint Joseph Fruit d'Avilleran 2017,White,France,Saint-Joseph,Francois Villard,4.0,70,22.0,2017
11785,Reserve Sauvignon Blanc 2018,White,New Zealand,Marlborough,Villa Maria,4.0,70,20.5,2018
11786,Bianco di Custoza Superiore Cà del Magro 2018,White,Italy,Bianco di Custoza,Monte del Frá,3.9,70,9.6,2018
11787,Grüner Veltliner ZEISEN Weinviertel DAC 2019,White,Austria,Weinviertel,Weingut R&A Pfaffl,3.8,70,8.9,2019
11788,Riesling Auslese Westhofen Morstein 2015,White,Germany,Rheinhessen,Keller,4.3,70,35.0,2015
11789,Sauvignon Blanc - Sémillon 2018,White,Turkey,Thrace,Suvla,3.5,70,12.0,2018
11790,Blanco Sobre Lías 2019,White,Spain,Cariñena,Bodegas Care,4.0,70,5.7,2019
11791,Pouilly-Fuissé Vielles Vignes 2017,White,France,Pouilly-Fuissé,Daniel Pollier,3.9,70,15.98,2017
11792,Kalkmergel Grauburgunder 2018,White,Germany,Pfalz,Friedrich Becker,4.2,70,17.0,2018
11793,Petit Bourgeois Sauvignon Blanc 2019,White,France,Val de Loire,Henri Bourgeois,3.6,70,9.95,2019
11794,Röttgen 2017,White,Germany,Mosel,Heymann-Löwenstein,4.0,70,31.0,2017
11795,Chardonnay Bourgogne 2017,White,France,Bourgogne,Paul Pillot,3.6,70,29.45,2017
11796,Idig GG 2016,White,Germany,Pfalz,A. Christmann,4.1,70,67.26,2016
11797,Casamaro Verdejo 2019,White,Spain,Rueda,Garciarevalo,4.1,70,6.24,2019
11798,Sancerre Sauvage Blanc 2016,White,France,Sancerre,Pascal Jolivet,4.0,70,44.11,2016
11799,Chardonnay 2018,White,South Africa,Walker Bay,Creation,3.7,70,16.79,2018
11800,Pinot Grigio 2019,White,Italy,Sicilia,Stemmari,3.8,70,5.2,2019
11801,Oranžista 2017,White,Slovakia,Slovakia,Slobodné Vinárstvo,3.7,70,19.9,2017
11802,Aurora Gavi 2017,White,Italy,Gavi,Roberto Sarotto,3.7,70,9.9,2017
11803,Classic Collection Chardonnay 2019,White,South Africa,Western Cape,KWV,3.3,70,6.84,2019
11804,Puligny-Montrachet 2017,White,France,Puligny-Montrachet,Jacques Carillon,4.1,70,59.9,2017
11805,Finca Montico 2018,White,Spain,Rueda,Marqués de Riscal,3.9,70,14.99,2018
11806,Kies Grüner Veltliner 2018,White,Austria,Kamptal,Kurt Angerer,3.9,70,10.9,2018
11807,Arthur Chardonnay 2017,White,United States,Dundee Hills,Domaine Drouhin,3.9,70,36.95,2017
11808,Sancerre Blanc 2019,White,France,Sancerre,Michel Thomas & Fils,4.0,70,14.54,2019
11809,Chablis Grand Cru 'Les Preuses' 2016,White,France,Chablis Grand Cru 'Preuses',Domaine William Fèvre,4.3,70,95.0,2016
11810,Kleine Rust Chenin Blanc - Sauvignon Blanc 2017,White,South Africa,Stellenbosch,Stellenrust,3.3,70,5.8,2017
11811,Steinbuckel Riesling GG 2017,White,Germany,Pfalz,Knipser,4.0,70,26.9,2017
11812,Réserve Chardonnay 2018,White,France,Limoux,Domaines Astruc,3.9,70,8.45,2018
11813,Mantel Blanco Verdejo 2019,White,Spain,Rueda,Álvarez y Díez,3.8,70,7.45,2019
11814,Bianchi Grilli Per la Testa Trebbiano d'Abruzzo 2016,White,Italy,Trebbiano d'Abruzzo,Torre dei Beati,3.7,70,21.39,2016
11815,Wachtberg Grüner Veltliner 2015,White,Austria,Kremstal,Salomon Undhof,3.7,70,17.35,2015
11816,Verdeca 2017,White,Italy,Puglia,Terrecarsiche 1939,3.5,71,7.42,2017
11817,Riesling 2017,White,Germany,Pfalz,Oliver Zeter,3.6,71,8.5,2017
11818,Forster U 500 Riesling 2013,White,Germany,Pfalz,Von Winning,4.2,71,45.95,2013
11819,Ungeheuer GG 2017,White,Germany,Pfalz,Georg Mosbacher,4.3,71,28.59,2017
11820,Vernaccia di San Gimignano 2018,White,Italy,San Gimignano,Rocca delle Macìe,3.2,71,8.9,2018
11821,Riesling 2018,White,New Zealand,Nelson,Seifried Estate,4.0,71,12.69,2018
11822,Le Bouquet 2019,White,South Africa,Western Cape,Boschendal,3.8,71,6.94,2019
11823,Sauvage Sauvignon Blanc - Semillon 2015,White,Australia,Margaret River,Domaine Naturaliste,4.0,71,18.95,2015
11824,Torrontés 2019,White,Argentina,Calchaqui Valley,Colomé,4.1,71,8.24,2019
11825,Pinot Gris 2017,White,New Zealand,Marlborough,Leefield Station,3.5,71,14.9,2017
11826,Vaudésir Chablis Grand Cru 2016,White,France,Chablis Grand Cru,Roland Lavantureux,4.3,71,122.0,2016
