,Name,Type,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
11827,Silvaner Trocken 2014,White,Germany,Rheinhessen,Wittmann,3.5,71,9.16,2014
11828,Guardiani di Aralto 2017,White,Italy,Sciacca,Baglio Oro,3.9,71,12.9,2017
11829,Chardonnay 2018,White,United States,California,Gnarly Head,3.5,71,9.65,2018
11830,Nespolino Trebbiano - Chardonnay 2017,White,Italy,Emilia-Romagna,Poderi dal Nespoli,3.2,71,5.76,2017
11831,Chardonnay - Fiano Puglia 2018,White,Italy,Puglia,Montecore,3.9,71,5.5,2018
11832,Wehlener Klosterberg Riesling Spätlese 2016,White,Germany,Mosel,Markus Molitor,3.6,71,18.9,2016
11833,Bisamberg Wiener Gemischter Satz 2018,White,Austria,Wiener Gemischter Satz,Wieninger,3.8,71,15.5,2018
11834,Geheimrat J Riesling Spätlese Trocken 2013,White,Germany,Rheingau,Weingüter Wegeler,4.3,72,24.9,2013
11835,Wehlener Sonnenuhr Riesling Auslese 2015,White,Germany,Mosel,Markus Molitor,4.6,72,99.95,2015
11836,Mrs. English 2017,White,South Africa,Stellenbosch,Lanzerac,4.4,72,27.1,2017
11837,Berg 2017,White,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.7,72,14.57,2017
11838,Le Petiot Touraine 2016,White,France,Touraine,Domaine Ricard,3.7,72,9.5,2016
11839,Vulcanico Falanghina 2017,White,Italy,Basilicata,Paternoster,3.7,72,10.9,2017
11840,Riesling Deidesheimer Herrgottsacker 2017,White,Germany,Pfalz,Reichsrat von Buhl,4.0,72,18.0,2017
11841,Santenay Premier Cru 'Gravières' Blanc 2014,White,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.1,72,69.26,2014
11842,Oberbergener Bassgeige Grauburgunder 2018,White,Germany,Baden,Franz Keller,3.7,72,12.5,2018
11843,Clos des Criots Pouilly-Fumé 2017,White,France,Pouilly-Fumé,Domaine Salmon,3.9,72,14.13,2017
11844,Blanco 2018,White,Spain,Navarra,Bodegas Nekeas,3.5,72,5.5,2018
11845,Riesling Forster 2018,White,Germany,Pfalz,Reichsrat von Buhl,3.6,72,12.9,2018
11846,Verdicchio dei Castelli di Jesi Classico 2018,White,Italy,Verdicchio dei Castelli di Jesi,Vignedileo,3.7,72,9.26,2018
11847,Collection Secrète White 2014,White,Georgia,Kakheti,Mukhrani,4.0,72,17.5,2014
11848,Patatsblanc N Versnit Wit 2018,White,South Africa,Montagu,Boschkloof,3.6,72,19.3,2018
11849,Riesling Alsace Grand Cru Steingrubler 2016,White,France,Alsace Grand Cru,Wolfberger,3.9,72,19.49,2016
11850,Chardonnay Gran Reserva 2016,White,Chile,Casablanca Valley,Casas del Bosque,3.9,72,13.95,2016
11851,Langenmorgen GG 2015,White,Germany,Pfalz,Von Winning,4.3,72,34.95,2015
11852,Timeo Grillo 2018,White,Italy,Terre Siciliane,Baglio di Pianetto,3.6,72,12.99,2018
11853,Falanghina del Sannio 2019,White,Italy,Sannio,Mastroberardino,3.5,72,9.9,2019
11854,Chardonnay Trocken 2014,White,Germany,Pfalz,Knipser,4.3,72,28.24,2014
11855,Chardonnay 2017,White,Australia,Murray Darling,Deakin Estate,3.2,72,9.23,2017
11856,Riesling Reserve Zöbinger Heiligenstein Alte Reben 2011,White,Austria,Kamptal,Weingut Bründlmayer,4.1,72,45.28,2011
11857,Puligny-Montrachet 2015,White,France,Puligny-Montrachet,Domaine Henri Boillot,4.0,72,65.0,2015
11858,Hole In The Water Sauvignon Blanc 2018,White,New Zealand,Marlborough,Konrad,3.9,73,12.96,2018
11859,Pinot Blanc 2016,White,France,Alsace,Hugel,3.8,73,13.71,2016
11860,Insolia - Chardonnay Calanica 2018,White,Italy,Terre Siciliane,Duca di Salaparuta,3.6,73,6.89,2018
11861,Milmanda 2016,White,Spain,Conca de Barberà,Torres,4.2,73,38.5,2016
11862,Masianco 2019,White,Italy,Venezia,Masi,3.6,73,10.99,2019
11863,Corbières Blanc 2018,White,France,Corbières,Domaine des Deux Cles,3.9,73,16.9,2018
11864,Sancerre La Côte Des Monts Damnés 2018,White,France,Sancerre,Henri Bourgeois,4.0,73,27.5,2018
11865,Estate Rauenthal Riesling 2018,White,Germany,Rheingau,Georg Breuer,3.8,73,15.0,2018
11866,50 HL Riesling Spätlese Trocken 2015,White,Germany,Pfalz,Heinrich Vollmer,3.8,73,20.86,2015
11867,Chardonnay 2018,White,Italy,Friuli-Venezia Giulia,Attems,3.9,73,10.66,2018
11868,Gavi 2018,White,Italy,Gavi,Il Poggio di Gavi,3.9,73,9.42,2018
11869,Oropasso 2019,White,Italy,Veneto,Biscardo,3.9,73,7.69,2019
11870,Sauvignon Blanc 2019,White,South Africa,Western Cape,Du Toitskloof,3.3,73,7.5,2019
11871,Glimmerschiefer Riesling Feinherb 2018,White,Germany,Mosel,Weingut Loersch,4.2,73,10.3,2018
11872,Zelen 2015,White,Slovenia,Vipava,Guerila,3.6,73,13.9,2015
11873,Ribet Blanc Chardonnay - Viognier 2019,White,France,Pays d'Oc,Arrogant Frog,3.4,73,5.8,2019
11874,Jesuitengarten Riesling GG 2018,White,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.4,73,48.64,2018
11875,Goruli Mtsvane 2018,White,Georgia,Kakheti,Mukhrani,4.1,73,17.74,2018
11876,Branco 2015,White,Portugal,Douro,Poeira,4.1,73,27.29,2015
11877,Rotschiefer Riesling Kabinett 2018,White,Germany,Mosel,Van Volxem,4.0,73,12.6,2018
11878,Passofino Pecorino 2018,White,Italy,Terre di Chieti,Feudi Bizantini,3.8,73,9.5,2018
11879,Riesling 2017,White,Germany,Rheinhessen,Dreissigacker,3.8,74,6.58,2017
11880,Berg Rottland Riesling 2016,White,Germany,Rheingau,Georg Breuer,4.0,74,43.87,2016
11881,Chenin Blanc 2018,White,South Africa,Western Cape,Holden Manz,3.6,74,10.5,2018
11882,Sauvignon Blanc 2018,White,South Africa,Western Cape,Du Toitskloof,3.4,74,7.3,2018
11883,Bolina 2018,White,Italy,Salento,Cantina Rosa del Golfo,3.6,74,11.82,2018
11884,TO 2017,White,Austria,Burgenland,Velich,4.0,74,14.72,2017
11885,Belvento Viognier (I Vini Del Mare) 2018,White,Italy,Toscana,Petra,3.5,74,11.92,2018
11886,Olli 2018,White,Italy,Sicilia,Feudo Maccari,3.7,74,9.17,2018
11887,Eichhorn Pinot Bianco 2018,White,Italy,Südtirol - Alto Adige,Manincor,4.2,74,24.27,2018
11888,Verdejo 2018,White,Spain,Rueda,Valdecuevas,3.7,74,7.9,2018
11889,Vernaccia di San Gimignano 2018,White,Italy,Vernaccia di San Gimignano,Abbazia Monte Oliveto,3.8,74,8.5,2018
11890,Somereto Chardonnay 2018,White,Italy,Südtirol - Alto Adige,Andrian,3.4,74,9.9,2018
11891,Rotschiefer Riesling 2018,White,Germany,Rheinhessen,St. Antony,3.9,74,10.4,2018
11892,Private Collection Chardonnay 2017,White,South Africa,Stellenbosch,Saxenburg,3.9,74,17.5,2017
11893,Liebfraumilch 2018,White,Germany,Pfalz,Hammel & Cie,3.7,74,7.63,2018
11894,Châteauneuf-du-Pape Blanc 2017,White,France,Châteauneuf-du-Pape,Domaine des Sénéchaux,4.1,74,34.73,2017
11895,GG Henkenberg Weissburgunder 2015,White,Germany,Baden,Salwey,4.2,74,29.08,2015
11896,K 2016,White,Austria,Burgenland,Kracher,4.1,74,24.99,2016
11897,Vermentino di Sardegna 2018,White,Italy,Vermentino di Sardegna,Su'entu,3.7,74,12.49,2018
11898,Kammern Grüner Veltliner 2017,White,Austria,Kamptal,Hirsch,3.8,74,12.87,2017
11899,Moscatel 2016,White,Chile,Itata Valley,Viña La Causa,3.6,74,12.81,2016
11900,Blanc de Blancs 2018,White,Spain,Binissalem-Mallorca,Bodegas José L. Ferrer,3.6,74,9.5,2018
11901,Soave Classico 2017,White,Italy,Soave Classico,Lenotti,3.7,74,4.83,2017
11902,Riesling Alte Reben 2017,White,Germany,Mosel,Maximin Grünhaus,3.8,75,15.3,2017
11903,Unwooded Chardonnay 2018,White,South Africa,Stellenbosch,Neethlingshof Estate,3.5,75,8.95,2018
11904,Riesling Trocken 2017,White,Germany,Pfalz,Ökonomierat Rebholz,3.6,75,11.9,2017
11905,Edición Blanca 2016,White,Spain,Navarra,Bodegas Príncipe de Viana,3.6,75,11.95,2016
11906,Kastelberg Grand Cru 2016,White,France,Alsace Grand Cru 'Kastelberg',Marc Kreydenweiss,4.2,75,49.5,2016
11907,Vulkangestein Riesling Trocken 2018,White,Germany,Nahe,Schäfer-Fröhlich,4.0,75,15.1,2018
11908,Grande Réserve Chardonnay 2018,White,France,Languedoc,Paul Mas,4.1,75,13.58,2018
11909,Dornleiten Riesling 2017,White,Austria,Kremstal,Nigl,3.5,75,14.95,2017
11910,Grüner Veltliner Frauengrund 2018,White,Austria,Kremstal,Josef Dockner,3.6,75,8.7,2018
11911,Sauvignon 2019,White,Italy,Südtirol - Alto Adige,Tramin,3.8,75,9.45,2019
11912,Riesling Alsace Signature 2018,White,France,Alsace,Wolfberger,3.7,75,8.28,2018
11913,Kiedrich Gräfenberg Riesling Trocken GG 2017,White,Germany,Rheingau,Robert Weil,4.0,75,41.4,2017
11914,Sauvignon Blanc 2017,White,South Africa,Coastal Region,Fleur du Cap,3.2,75,9.3,2017
11915,Chardonnay Sonoma Coast 2017,White,United States,Sonoma Coast,Schug,3.6,75,29.37,2017
11916,Spring Fever Chardonnay 2016,White,Australia,Eden Valley,Langmeil,3.6,75,8.68,2016
11917,Silvaner Trocken 2015,White,Germany,Rheinhessen,Wittmann,3.5,75,9.36,2015
11918,Graacher Himmelreich Riesling Auslese 2006,White,Germany,Graach,Joh. Jos. Prüm,4.1,75,62.0,2006
11919,Venezia Giulia Sauvignon Blanc 2018,White,Italy,Venezia Giulia,Lis Neris,3.8,75,18.9,2018
11920,Berg Pinot Bianco 2018,White,Italy,Südtirol - Alto Adige,Nals Margreid,3.5,75,9.9,2018
11921,Batteriberg Detonation Riesling 2017,White,Germany,Mosel,Immich-Batterieberg,3.8,76,13.5,2017
11922,Alma Terra 2018,White,Italy,Franciacorta,Bellavista,3.7,76,23.12,2018
11923,Puligny-Montrachet 2016,White,France,Puligny-Montrachet,Domaine Henri Boillot,4.0,76,59.9,2016
11924,Serra Lupini Roero Arneis 2019,White,Italy,Roero,Negro Angelo,3.9,76,10.5,2019
11925,Saar Alte Reben Riesling 2016,White,Germany,Mosel,Markus Molitor,4.0,76,17.35,2016
11926,Würzburger Stein Riesling Trocken 2018,White,Germany,Würzburg,Bürgerspital,3.7,76,14.57,2018
11927,Zellertal Riesling 2018,White,Germany,Pfalz,Schwedhelm Zellertal,3.8,76,9.94,2018
11928,Riserva Nova Domus Terlaner 2017,White,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.3,76,35.85,2017
11929,Pinot Grigio 2019,White,Italy,Südtirol - Alto Adige,Peter Zemmer,3.9,76,9.26,2019
11930,Côte des Roses Sauvignon Blanc 2019,White,France,Pays d'Oc,Gérard Bertrand,3.8,76,10.8,2019
11931,Vernaccia di San Gimignano 2018,White,Italy,Vernaccia di San Gimignano,Teruzzi & Puthod,3.5,76,10.57,2018
11932,Sandstein Riesling Trocken 2019,White,Germany,Rheinhessen,Gysler,4.0,76,10.21,2019
11933,Castel Firmian Sauvignon Trentino 2018,White,Italy,Trentino,Mezzacorona,3.6,76,6.75,2018
11934,Santenay Premier Cru 'Gravières' Blanc 2013,White,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.3,76,65.9,2013
11935,Chardonnay Unwooded 2018,White,South Africa,Paarl,Glen Carlou,3.4,76,8.95,2018
11936,Pleno Blanco 2018,White,Spain,Navarra,Agronavarra,3.4,76,5.16,2018
11937,Loibner Federspiel Grüner Veltliner 2018,White,Austria,Wachau,F.X. Pichler,4.1,76,26.77,2018
11938,Bourgogne Blanc 2017,White,France,Bourgogne,Domaine Henri Boillot,3.9,77,32.55,2017
11939,Wairau Reserve Sauvignon Blanc 2019,White,New Zealand,Marlborough,Saint Clair,4.4,77,26.95,2019
11940,Director's Cut Chardonnay 2018,White,United States,Russian River Valley,Francis Ford Coppola,4.1,77,26.5,2018
11941,Chardonnay 2018,White,South Africa,Western Cape,Cathedral,3.5,77,10.42,2018
11942,Riesling Trocken 2016,White,Germany,Nahe,Kruger-Rumpf,3.8,77,16.95,2016
11943,Zeltinger Sonnenuhr Riesling Auslese*** 2014,White,Germany,Mosel,Markus Molitor,4.2,77,79.93,2014
11944,Estate Rauenthal Riesling 2017,White,Germany,Rheingau,Georg Breuer,3.7,77,17.0,2017
11945,Riesling Trocken 2018,White,Germany,Rheingau,Prinz von Hessen,3.8,77,8.9,2018
11946,Petit Chablis 2018,White,France,Petit Chablis,Domaine du Chardonnay,3.7,77,16.5,2018
11947,Greca Terra Retsina N.V.,White,Greece,Peloponnesos,Tsantali,2.2,77,5.35,2018
11948,Höllenpfad Riesling Trocken 2018,White,Germany,Nahe,Dönnhoff,4.1,77,20.5,2018
11949,Reméage Blanc 2018,White,France,Vin de France,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.8,77,9.5,2018
11950,Well Done Riesling Trocken 2018,White,Germany,Pfalz,Weingut Metzger,3.6,77,6.77,2018
11951,Nostre Païs Blanc 2017,White,France,Costières-de-Nîmes,Michel Gassier,3.9,77,13.58,2017
11952,Fendant 2018,White,Switzerland,Valais,Domaines Rouvinez,3.8,77,18.9,2018
11953,IL Bianco 2018,White,Italy,Toscana,Brancaia,3.7,77,10.9,2018
11954,Riesling Trocken 2018,White,Germany,Pfalz,Ökonomierat Rebholz,3.6,77,14.42,2018
11955,Riesling Feinherb 2017,White,Germany,Kanzem,Von Othegraven,3.5,77,10.67,2017
11956,Chardonnay Dolomiti 2018,White,Italy,Vigneti delle Dolomiti,Terre del Noce,3.4,78,5.2,2018
11957,Grauburgunder Trocken 2019,White,Germany,Pfalz,Weingut Metzger,3.8,78,8.28,2019
11958,Weissburgunder Trocken 2018,White,Germany,Rheinhessen,Battenfeld Spanier,3.8,78,10.09,2018
11959,Gelber Muskateller Steirische Klassik 2017,White,Austria,Südoststeiermark,Neumeister,3.6,78,14.5,2017
11960,Chardonnay - Terret 2018,White,France,Pays d'Oc,Josselin,3.3,78,8.67,2018
11961,Erdener Treppchen Riesling Kabinett 2015,White,Germany,Mosel,Markus Molitor,3.9,78,13.46,2015
11962,Kellermeister Privat Kremser Goldberg Grüner Veltliner 2018,White,Austria,Kremstal,Winzer Krems,3.6,78,9.55,2018
11963,Black Label Nik Weis Bockstein Kabinett 2018,White,Germany,Mosel,St. Urbans-Hof,4.1,78,15.99,2018
11964,Macabeo 2018,White,Spain,Castilla,Crin Roja,2.9,78,4.25,2018
11965,Schloss Reichartshausen Riesling Kabinett 2016,White,Germany,Rheingau,Balthasar Ress,3.8,78,14.5,2016
11966,Grauer Burgunder 2019,White,Germany,Pfalz,Weingut A. Diehl,3.9,78,6.49,2019
11967,Marlborough Sauvignon Blanc 2019,White,New Zealand,Marlborough,Waipara Hills,3.8,78,12.9,2019
11968,Yattarna Chardonnay (BIN 144) 2015,White,Australia,Adelaide Hills,Penfolds,4.2,78,221.95,2015
11969,Chablis Montmains 1er Cru 2015,White,France,Chablis 1er Cru 'Montmains',Domaine des Marronniers,4.1,78,19.9,2015
11970,Gemischter Satz 2018,White,Austria,Wien,Zahel,3.4,78,9.9,2018
11971,Solosole Pagus Camilla 2015,White,Italy,Bolgheri,Poggio Al Tesoro,4.1,78,44.9,2015
11972,Strassertal Grüner Veltliner 2018,White,Austria,Kamptal,Johann Topf,3.5,78,12.41,2018
11973,Bourgogne Le Chardonnay de Chardonnay 2017,White,France,Bourgogne,Bouchard Père & Fils,3.7,78,44.59,2017
11974,Rotes Tor - Grüner Veltliner Smaragd 2018,White,Austria,Wachau,Franz Hirtzberger,4.1,79,42.5,2018
11975,Le Petit Cheval Bordeaux Blanc 2016,White,France,Bordeaux,Château Cheval Blanc,4.4,79,138.6,2016
11976,Belleruche Côtes-du-Rhône Blanc 2019,White,France,Côtes-du-Rhône,M. Chapoutier,3.7,79,10.47,2019
11977,Chardonnay 2018,White,South Africa,Elgin,Iona,4.1,79,23.5,2018
11978,Weißer Burgunder 2018,White,Germany,Nahe,Gut Hermannsberg,3.8,79,9.9,2018
11979,Riesling Suez 2016,White,Germany,Pfalz,Reichsrat von Buhl,3.8,79,17.9,2016
11980,Douro Fabelhaft Branco 2017,White,Portugal,Douro,Niepoort,3.7,79,10.35,2017
11981,Grauburgunder Vom Löss 2018,White,Germany,Baden,Franz Keller,3.4,79,8.5,2018
11982,Sauvignon 2017,White,Italy,Friuli Grave,Borgo Magredo,3.7,79,8.78,2017
11983,Norheimer Kirschheck Riesling Spätlese 2017,White,Germany,Nahe,Dönnhoff,4.1,79,23.49,2017
11984,Chardonnay 2018,White,Spain,Navarra,Castillo de Enériz,3.6,79,6.54,2018
11985,Vom Vulkan 2018,White,Germany,Nahe,Gut Hermannsberg,4.0,79,15.65,2018
11986,Meursault-Blagny 1er Cru 'La Pièce sous le Bois' 2015,White,France,Blagny 1er Cru 'La Pièce sous le Bois',Domaine Sylvain Langoureau,4.3,79,85.0,2015
11987,Côtes de Tablas Blanc 2015,White,United States,Paso Robles,Tablas Creek Vineyard,3.9,79,32.0,2015
11988,Chenin Blanc 2018,White,South Africa,Swartland,David & Nadia,3.9,79,34.15,2018
11989,Chardonnay 2018,White,South Africa,Western Cape,Obikwa,3.6,79,5.62,2018
11990,Eins Zu Eins Blanc de Noirs 2019,White,Germany,Pfalz,Weingut A. Diehl,4.3,79,6.75,2019
11991,La Mar 2016,White,Spain,Rías Baixas,Terras Gauda,4.0,79,20.25,2016
11992,Les Cépages Sauvignon Blanc 2012,White,France,Pays d'Oc,Baron Philippe de Rothschild,3.2,79,8.69,2012
11993,Blanc Secret Côtes de Provence 2016,White,France,Côtes de Provence,Château des Sarrins,4.1,80,16.52,2016
11994,Sauvignon 2017,White,Italy,Südtirol - Alto Adige,Franz Haas,4.1,80,35.44,2017
11995,Volratz Riesling Trocken 2018,White,Germany,Rheingau,Schloss Vollrads,3.7,80,9.5,2018
11996,Deidesheimer Kieselberg Riesling Trocken 2017,White,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.8,80,19.99,2017
11997,Bussiador 2016,White,Italy,Langhe,Aldo Conterno,4.1,80,48.4,2016
11998,Reméage Blanc 2017,White,France,Vin de France,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.8,80,9.5,2017
11999,Sobaja Sauvignon 2018,White,Italy,Friuli Grave,Pradio,3.8,80,10.51,2018
12000,Lion Grüner Veltliner 2018,White,Austria,Niederösterreich,Kracher & Sohm,3.8,80,12.49,2018
12001,Alte Reben Riesling 2018,White,Germany,Mosel,Van Volxem,4.0,80,17.69,2018
12002,Semillón 2017,White,Argentina,Mendoza,El Enemigo,3.9,80,19.01,2017
12003,Alpi Retiche 2018,White,Italy,Vino d'Italia,Nino Negri,3.7,80,13.26,2018
12004,Tributo Chardonnay 2016,White,Chile,Casablanca Valley,Caliterra,3.5,80,10.23,2016
12005,Pouilly-Fumé La Chantereine 2018,White,France,Pouilly-Fumé,Henri Bourgeois,3.6,80,22.42,2018
12006,Condrieu Le Grand Vallon 2017,White,France,Condrieu,Francois Villard,4.2,80,40.9,2017
12007,Sauvignon Blanc 2019,White,Chile,Leyda Valley,Amaral,3.7,80,8.99,2019
12008,Todo Sobre Mi Chardonnay 2018,White,Spain,Jumilla,Bodega Cerrón,3.7,80,9.5,2018
12009,L'Abeille de Fieuzal Pessac-Léognan Blanc 2015,White,France,Pessac-Léognan,Château de Fieuzal,3.9,80,27.78,2015
12010,The Whip White Blend 2017,White,United States,Livermore Valley,Murrieta's Well,3.8,80,26.31,2017
12011,Federspiel Grüner Veltliner 2018,White,Austria,Wachau,Domäne Wachau,3.6,80,10.49,2018
12012,Langenlois Grüner Veltliner 2018,White,Austria,Kamptal,Loimer,3.7,80,8.87,2018
12013,Sauvignon Blanc 2016,White,New Zealand,Marlborough,Leefield Station,3.9,81,13.9,2016
12014,GT-V Viognier 2018,White,France,Rhone Valley,LePlan-Vermeersch,3.9,81,15.37,2018
12015,Gaudium Fiano di Avellino 2016,White,Italy,Fiano de Avellino,I Capitani,4.1,81,12.53,2016
12016,Chiaramonte Inzolia Sicilia 2018,White,Italy,Terre Siciliane,Firriato,3.6,81,7.9,2018
12017,Chardonnay 2017,White,New Zealand,Marlborough,Nautilus,4.0,81,22.22,2017
12018,Langhe Chardonnay 2018,White,Italy,Langhe,Fontanafredda,3.4,81,7.51,2018
12019,Vouvray Sec 2017,White,France,Vouvray,Clos de Nouys,3.8,81,10.92,2017
12020,Gewürztraminer 2016,White,France,Alsace,Hugel,3.8,81,16.47,2016
12021,Chenin Blanc 2019,White,South Africa,Citrusdal Mountain,Cederberg,3.6,81,13.15,2019
12022,Hattenheim Engelmannsberg Riesling Trocken 2018,White,Germany,Rheingau,Balthasar Ress,4.1,81,17.9,2018
12023,Corton-Charlemagne Grand Cru 2013,White,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.5,82,193.99,2013
12024,Ried Schütt Dürnsteiner Riesling Smaragd 2017,White,Austria,Wachau,Weingut Knoll,4.3,82,42.0,2017
12025,Cassis Blanc 2017,White,France,Cassis,Ferme Blanche,3.6,82,15.9,2017
12026,Merol Chardonnay 2017,White,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.7,82,12.6,2017
12027,Selida Gewürztraminer 2019,White,Italy,Südtirol - Alto Adige,Tramin,3.9,82,13.5,2019
12028,Doosberg Riesling Trocken 2016,White,Germany,Rheingau,Peter Jakob Kühn,4.4,82,42.89,2016
12029,Riesling Trocken 2018,White,Germany,Rheinhessen,P. J. Valckenberg,3.8,82,6.2,2018
12030,Benchmark Chardonnay 2014,White,Australia,Barossa,Grant Burge,3.2,82,6.95,2014
12031,Chardonnay Bourgogne 2016,White,France,Bourgogne,Ropiteau Freres,3.6,82,12.08,2016
12032,Moonlite Toscana 2018,White,Italy,Toscana,Rocca delle Macìe,3.7,82,9.99,2018
12033,Gris 2009,White,Italy,Friuli Isonzo,Lis Neris,4.0,82,44.28,2009
12034,Grüner Veltliner Loiser Berg 2016,White,Austria,Kamptal,Weingut Bründlmayer,3.6,82,18.5,2016
12035,Grüner Sylvaner Trocken 2016,White,Germany,Rheinhessen,Battenfeld Spanier,3.9,82,12.19,2016
12036,Hallgartener Hendelberg Riesling Trocken 2017,White,Germany,Rheingau,Peter Jakob Kühn,4.0,82,24.0,2017
12037,Gavi Riserva 2016,White,Italy,Gavi,La Raia,4.0,82,18.5,2016
12038,Sauvignon Blanc 2017,White,Italy,Friuli Isonzo,I Feudi di Romans,3.8,83,14.53,2017
12039,Villa Blanche Chardonnay 2019,White,France,Pays d'Oc,Calmel & Joseph,3.8,83,6.77,2019
12040,Chassagne-Montrachet Blanc 2017,White,France,Chassagne-Montrachet,Joseph Drouhin,4.2,83,58.39,2017
12041,Jesuitengarten GG 2012,White,Germany,Pfalz,Reichsrat von Buhl,4.3,83,42.0,2012
12042,Modello Pinot Grigio 2019,White,Italy,Veneto,Masi,3.8,83,8.99,2019
12043,Terroir Series Sauvignon Blanc 2019,White,New Zealand,Marlborough,Brancott Estate,4.0,83,12.1,2019
12044,Fransola 2018,White,Spain,Penedès,Torres,3.8,83,23.75,2018
12045,Scharzhofberger Riesling Kabinett 2011,White,Germany,Mosel,Bischöfliche Weingüter Trier,3.8,83,9.64,2011
12046,Riesling Federspiel Terrassen 2019,White,Austria,Wachau,Domäne Wachau,3.7,83,9.49,2019
12047,Graacher Himmelreich Riesling Kabinett 2018,White,Germany,Mosel,Willi Schaefer,3.9,83,17.9,2018
12048,Terre d'Argence Gard 2016,White,France,Coteaux du Pont du Gard,Château Mourgues du Grès,3.8,83,12.9,2016
12049,L'Elfo Pinot Grigio 2018,White,Italy,Veneto,Sacchetto,3.6,83,5.9,2018
12050,Terlaner Classico 2019,White,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.0,83,12.89,2019
12051,Piano dei Daini Etna Bianco 2017,White,Italy,Etna,Tenute Bosco,3.8,83,24.73,2017
12052,Johannisberger Riesling Trocken 2017,White,Germany,Rheingau,Prinz von Hessen,3.8,83,11.31,2017
12053,Spätburgunder Blanc de Noir 2018,White,Germany,Ahr,Jean Stodden,3.6,83,12.4,2018
12054,Seven Flags Chardonnay 2017,White,South Africa,Elgin,Paul Cluver,4.4,83,53.35,2017
12055,Chardonnay (Barrel Fermented) 2018,White,South Africa,Breede River Valley,Bergsig Estate,3.7,83,9.25,2018
12056,Corton-Charlemagne Grand Cru 2015,White,France,Corton-Charlemagne Grand Cru,Domaine des Héritiers Louis Jadot,4.6,84,221.95,2015
12057,Saint-Joseph Blanc 2016,White,France,Saint-Joseph,E. Guigal,3.7,84,25.92,2016
12058,Lugana 2019,White,Italy,Lugana,Ottella,3.8,84,9.3,2019
12059,Podium Verdicchio dei Castelli di Jesi Classico Superiore 2017,White,Italy,Verdicchio dei Castelli di Jesi,Garofoli,3.7,84,14.9,2017
12060,Kalkmergel Riesling Trocken 2017,White,Germany,Pfalz,Knipser,3.9,84,15.38,2017
